id,date,message_type,message_content,media_path
664743,2025-02-02T17:19:56+00:00,sticker,[STICKER] BAADBQADqxUAAne5EFVphIn652slQAI,media/sticker_664743.webp
664742,2025-02-02T17:19:52+00:00,text,Sotti blen na,
664741,2025-02-02T17:19:48+00:00,sticker,[STICKER] CAADBQADmwgAAoxz6FUgfbgQTd7x_AI,media/sticker_664741.webp
664740,2025-02-02T17:19:47+00:00,sticker,[STICKER] CAADBQADNAsAAl2_6VXLhlOhAAEpiVcC,media/sticker_664740.webp
664739,2025-02-02T17:19:47+00:00,text,Haha😂,
664738,2025-02-02T17:19:45+00:00,text,শাদি করোগে মুজসে,
664737,2025-02-02T17:19:44+00:00,text,Hobe 50 thake 60,
664736,2025-02-02T17:19:42+00:00,text,hahah leave him ignore him,
664735,2025-02-02T17:19:38+00:00,text,Find new one 😂,
664734,2025-02-02T17:19:34+00:00,sticker,[STICKER] CAADBQADGxQAAgGU6VTFlRo8DyxW0QI,media/sticker_664734.webp
664733,2025-02-02T17:19:30+00:00,text,Girls strong team,
664732,2025-02-02T17:19:30+00:00,text,Year ki,
664731,2025-02-02T17:19:24+00:00,sticker,[STICKER] CAADBQADOQgAAq5q6FUHmn1BUvZfDgI,media/sticker_664731.webp
664730,2025-02-02T17:19:24+00:00,text,Kill him,
664728,2025-02-02T17:19:20+00:00,text,😭😭 cheater 😠,
664727,2025-02-02T17:19:18+00:00,text,"ayein, cant you see a pic?",
664726,2025-02-02T17:19:14+00:00,text,Tui amr junior beda 😒,
664725,2025-02-02T17:19:12+00:00,text,Guys we are one family,
664724,2025-02-02T17:19:09+00:00,text,I am waiting....For muaz to go offline hehe 😁,
664723,2025-02-02T17:19:00+00:00,text,Ok,
664722,2025-02-02T17:18:58+00:00,text,ohh flirting,
664720,2025-02-02T17:18:53+00:00,text,You know very well better then uss 😭,
664719,2025-02-02T17:18:52+00:00,text,Then I lope u,
664718,2025-02-02T17:18:51+00:00,text,"Yeah, ok I will stop, I just wanted to make you my queen,  ok Bye forever 🥲🥲",
664717,2025-02-02T17:18:47+00:00,text,Haha fly to the moon,
664716,2025-02-02T17:18:33+00:00,text,No doubt,
664715,2025-02-02T17:18:33+00:00,text,Okay okay 👍🏻,
664714,2025-02-02T17:18:24+00:00,text,You are a girl lol...I think you are a boy 🤐,
664713,2025-02-02T17:18:24+00:00,sticker,[STICKER] CAADBQADWQkAAtNg6VVKe74fZgStYQI,media/sticker_664713.webp
664712,2025-02-02T17:18:19+00:00,text,How say I don't know Bengali 😏,
664711,2025-02-02T17:18:19+00:00,text,Cry :!,
664710,2025-02-02T17:18:04+00:00,text,Go alone 😭 u flirting with me so i don’t want,
664709,2025-02-02T17:18:03+00:00,text,lets goo all ants,
664708,2025-02-02T17:18:00+00:00,text,😂😂 stf*,
664707,2025-02-02T17:17:57+00:00,sticker,[STICKER] BAADBQADqxUAAne5EFVphIn652slQAI,media/sticker_664707.webp
664706,2025-02-02T17:17:55+00:00,text,Loll 😂,
664705,2025-02-02T17:17:48+00:00,sticker,[STICKER] CAADBQADmwgAAoxz6FUgfbgQTd7x_AI,media/sticker_664705.webp
664704,2025-02-02T17:17:47+00:00,text,I just talked once,
664703,2025-02-02T17:17:46+00:00,text,Yeah 😂,
664702,2025-02-02T17:17:45+00:00,text,Who tech you bangla arrest him,
664701,2025-02-02T17:17:40+00:00,text,আপনি কি রঙের অন্তর্বাস পরেছেন?,
664700,2025-02-02T17:17:19+00:00,text,What is মানব দিদি?😭,
664699,2025-02-02T17:17:19+00:00,photo,[PHOTO],media/photo_664699.jpg
664698,2025-02-02T17:17:17+00:00,sticker,[STICKER] CAADBAAD1xUAAlHrcFB0hitvju6PCQI,media/sticker_664698.webp
664697,2025-02-02T17:17:17+00:00,sticker,[STICKER] CAADBQADgxIAAqcN-VRTTLNAU2zP5gI,media/sticker_664697.webp
664696,2025-02-02T17:17:09+00:00,text,"Hey , let's go to moon together",
664695,2025-02-02T17:17:07+00:00,text,😂😂,
664694,2025-02-02T17:17:05+00:00,text,You too,
664693,2025-02-02T17:16:59+00:00,text,No no this is mas muth sentences 😂,
664692,2025-02-02T17:16:57+00:00,text,Accha vai toke bissas korte voi lage. 😐,
664691,2025-02-02T17:16:56+00:00,text,😂😂,
664690,2025-02-02T17:16:55+00:00,text,আপনার স্প্যামার,
664689,2025-02-02T17:16:53+00:00,text,Whutttt,
664688,2025-02-02T17:16:50+00:00,text,😂just a writer,
664687,2025-02-02T17:16:49+00:00,text,🥲🥲,
664686,2025-02-02T17:16:45+00:00,text,Haha,
664685,2025-02-02T17:16:44+00:00,text,To moon,
664684,2025-02-02T17:16:43+00:00,text,For getting handjob,
664683,2025-02-02T17:16:39+00:00,text,Stop spamming,
664682,2025-02-02T17:16:39+00:00,text,Where,
664681,2025-02-02T17:16:35+00:00,text,Woww u know but I don't 🥹🥹🥹🥹 okay pizzuuuuu🥹🥹,
664680,2025-02-02T17:16:32+00:00,text,Bro if you are alone call 9xxxx444,
664679,2025-02-02T17:16:31+00:00,text,Goo,
664678,2025-02-02T17:16:26+00:00,sticker,[STICKER] CAADBQADWQkAAtNg6VVKe74fZgStYQI,media/sticker_664678.webp
664677,2025-02-02T17:16:26+00:00,sticker,[STICKER] CAADBQADjgkAAl986FVUH5HE3mUaTQI,media/sticker_664677.webp
664676,2025-02-02T17:16:23+00:00,text,Same,
664675,2025-02-02T17:16:22+00:00,text,উর না মানব দিদি,
664674,2025-02-02T17:16:16+00:00,text,Lol I'm already good at English 😂😂😪,
664673,2025-02-02T17:16:05+00:00,text,"No,push more",
664672,2025-02-02T17:16:04+00:00,text,Yo😁❤️,
664671,2025-02-02T17:15:59+00:00,sticker,[STICKER] CAADBQADjxIAAtLUAVW9WAuyw_t3DAI,media/sticker_664671.webp
664670,2025-02-02T17:15:59+00:00,text,Understand?,
664669,2025-02-02T17:15:59+00:00,text,Thanks,
664668,2025-02-02T17:15:56+00:00,sticker,[STICKER] BAADBQADwAwAAhG8IFYluQjHfjDk_wI,media/sticker_664668.webp
664667,2025-02-02T17:15:55+00:00,sticker,[STICKER] BAADBQADzgcAAgL_uValMFj_5soZ2QI,media/sticker_664667.webp
664666,2025-02-02T17:15:53+00:00,text,Yeah that's why I don't speak  bengali  language,
664665,2025-02-02T17:15:52+00:00,text,No continue,
664664,2025-02-02T17:15:52+00:00,text,যাও ঘুমাও,
664663,2025-02-02T17:15:52+00:00,text,Ok,
664662,2025-02-02T17:15:49+00:00,text,"Please remember to use English.... If you are not good at it, you can use the Google Translate application.",
664661,2025-02-02T17:15:48+00:00,text,Let's go guys,
664660,2025-02-02T17:15:46+00:00,text,Bad news is mods don't allow bangla,
664659,2025-02-02T17:15:44+00:00,text,এখন থামো,
664658,2025-02-02T17:15:24+00:00,text,Yes same fear sis 🙂,
664657,2025-02-02T17:15:23+00:00,sticker,[STICKER] BAADBQADzgcAAgL_uValMFj_5soZ2QI,media/sticker_664657.webp
664656,2025-02-02T17:15:22+00:00,text,"Just be patient, waiting for the next official announcement sir",
664655,2025-02-02T17:15:08+00:00,text,All Bengalis r here😂😂,
664654,2025-02-02T17:15:05+00:00,text,Right,
664653,2025-02-02T17:15:02+00:00,sticker,[STICKER] CAADBQADGxQAAgGU6VTFlRo8DyxW0QI,media/sticker_664653.webp
664652,2025-02-02T17:14:57+00:00,text,Is this needed really?😒,
664651,2025-02-02T17:14:55+00:00,text,😂😂 it's joke😂😂,
664650,2025-02-02T17:14:52+00:00,sticker,[STICKER] BAADBQADLQ0AAoHJMFV8laWbaOLe7gI,media/sticker_664650.webp
664649,2025-02-02T17:14:50+00:00,text,This not threat this is fun 😂....me and muaz know that 😁,
664648,2025-02-02T17:14:46+00:00,text,"No , our kids 💖",
664647,2025-02-02T17:14:38+00:00,text,Soon Announcement,
664646,2025-02-02T17:14:33+00:00,text,No can't,
664645,2025-02-02T17:14:33+00:00,text,"No thanks,my kids will join",
664644,2025-02-02T17:14:27+00:00,text,.,
664643,2025-02-02T17:14:20+00:00,text,Which is spam.. ei to aguloi valo lagena..mojar majhe majhe threat dis to... Dhur ..... Kothai blbona tdr sathe😒,
664642,2025-02-02T17:14:13+00:00,text,Don't do that,
664641,2025-02-02T17:14:13+00:00,text,Me and mili is indian and else others are bangladeshi,
664640,2025-02-02T17:14:11+00:00,sticker,[STICKER] CAADBQADWQkAAtNg6VVKe74fZgStYQI,media/sticker_664640.webp
664639,2025-02-02T17:14:09+00:00,text,Sample,
664638,2025-02-02T17:14:05+00:00,photo,[PHOTO],media/photo_664638.jpg
664637,2025-02-02T17:13:57+00:00,text,You are a drama maker.. the moderator repeatedly told the community to use English if you join this event.🤭,
664636,2025-02-02T17:13:53+00:00,text,Pure bangla 😆,
664635,2025-02-02T17:13:51+00:00,text,O amr friend 😂😂,
664634,2025-02-02T17:13:51+00:00,text,Allah ami jodi ban hoye jai 🥲 ar bangla bolbo na baba,
664633,2025-02-02T17:13:40+00:00,text,Mostly indian and Bangladeshi,
664632,2025-02-02T17:13:40+00:00,text,Wanna join my queen 🥰,
664631,2025-02-02T17:13:27+00:00,text,Too many bengalis are here 😂,
664630,2025-02-02T17:13:25+00:00,text,শাহিন ক্যাডেড কোচিং,
664629,2025-02-02T17:13:22+00:00,text,Jeita delete korlen,
664628,2025-02-02T17:13:19+00:00,text,Under construction,
664627,2025-02-02T17:13:17+00:00,text,Have it people💕,
664626,2025-02-02T17:13:14+00:00,text,Ok 100% understand,
664625,2025-02-02T17:13:12+00:00,text,Ki,
664624,2025-02-02T17:13:09+00:00,sticker,[STICKER] CAADBQADmAgAAhnm6FV5LBcxUPD0jgI,media/sticker_664624.webp
664623,2025-02-02T17:13:07+00:00,text,I have rost,
664622,2025-02-02T17:13:02+00:00,text,Bro sei blsilen,
664621,2025-02-02T17:13:01+00:00,sticker,[STICKER] CAADBQADUAkAAjG46FXjH92lGYD9WgI,media/sticker_664621.webp
664620,2025-02-02T17:12:55+00:00,text,Ok,
664618,2025-02-02T17:12:48+00:00,sticker,[STICKER] CAADBQADoQkAAueQ6FW3DAf4Q3nTAgI,media/sticker_664618.webp
664617,2025-02-02T17:12:47+00:00,sticker,[STICKER] CAADBQADmBYAAlwOOFWSylRvpTVS-AI,media/sticker_664617.webp
664616,2025-02-02T17:12:44+00:00,text,Right,
664615,2025-02-02T17:12:37+00:00,text,Oi holo kichu akta😂,
664614,2025-02-02T17:12:36+00:00,text,Don't take serious sir 😬,
664613,2025-02-02T17:12:30+00:00,text,😪😪,
664612,2025-02-02T17:12:24+00:00,text,"Na , sarla kn aso",
664610,2025-02-02T17:12:16+00:00,text,Wow 🙂,
664609,2025-02-02T17:12:15+00:00,sticker,[STICKER] CAADBQADpgQAAszyUVYRCaDsIhtlTAI,media/sticker_664609.webp
664608,2025-02-02T17:12:12+00:00,sticker,[STICKER] BAADBQADzBAAAnX7EVWHAQABoe8hwwYC,media/sticker_664608.webp
664607,2025-02-02T17:12:08+00:00,sticker,[STICKER] CAADBQAD6BIAAmVa-VQsNYGIPgvIfwI,media/sticker_664607.webp
664606,2025-02-02T17:11:58+00:00,text,Tumi bolla dekhe chere dilam noyto las porto aykhane 😂🤣,
664605,2025-02-02T17:11:58+00:00,sticker,[STICKER] CAADBQADWQkAAtNg6VVKe74fZgStYQI,media/sticker_664605.webp
664604,2025-02-02T17:11:57+00:00,sticker,[STICKER] CAADBQADxBIAAgIT8VTdq-8JWe65GwI,media/sticker_664604.webp
664603,2025-02-02T17:11:56+00:00,text,Really,
664602,2025-02-02T17:11:55+00:00,text,Yes right but something for fun you can give little bit sacrifice,
664601,2025-02-02T17:11:49+00:00,text,Lecture,
664600,2025-02-02T17:11:48+00:00,sticker,[STICKER] CAADBQADnAMAAlzzSVbG7NogLEJIkAI,media/sticker_664600.webp
664599,2025-02-02T17:11:39+00:00,sticker,[STICKER] CAADBQADWQkAAtNg6VVKe74fZgStYQI,media/sticker_664599.webp
664598,2025-02-02T17:11:27+00:00,photo,[PHOTO],media/photo_664598.jpg
664597,2025-02-02T17:11:22+00:00,text,Making drama.,
664596,2025-02-02T17:11:01+00:00,text,Btw nna baba kono gondogol chaina..😂 besh moja kori setai valo😂 moja maro taka kamao😁,
664595,2025-02-02T17:11:01+00:00,text,Ore remand a nissi wait boin 😂,
664594,2025-02-02T17:11:00+00:00,text,"Last season you were like that too... Haha😂 
Respect the mememcore community, don't be like that, okay?
If you want to speak your local language, you can contact us personally, not here.🤭",
664593,2025-02-02T17:10:56+00:00,text,Ai Vai age khuji de konet mor bou tar por arrest🙄,
664592,2025-02-02T17:10:45+00:00,text,I'm not yescoiner my name is Shahin,
664591,2025-02-02T17:10:37+00:00,sticker,[STICKER] CAADBQADjgkAAl986FVUH5HE3mUaTQI,media/sticker_664591.webp
664590,2025-02-02T17:10:26+00:00,text,Oi j yes coiner.😂,
664589,2025-02-02T17:10:15+00:00,sticker,[STICKER] CAADBQADNgkAAuorKVQMtNtBeJtqJwI,media/sticker_664589.webp
664588,2025-02-02T17:10:08+00:00,text,I'm dmn sure u are Amin,
664587,2025-02-02T17:10:05+00:00,text,Tr bou k arrest korga 😐😏,
664586,2025-02-02T17:10:03+00:00,text,Don't take seriously,
664585,2025-02-02T17:09:57+00:00,text,🙂,
664584,2025-02-02T17:09:50+00:00,sticker,[STICKER] CAADBQADJwUAAgTaGVfR-1RFyijKtQI,media/sticker_664584.webp
664583,2025-02-02T17:09:47+00:00,text,Under construction,
664582,2025-02-02T17:09:41+00:00,text,🤣🤣🤣,
664581,2025-02-02T17:09:41+00:00,sticker,[STICKER] CAADBQAD4AkAAhRi6VVpityHiRDyZgI,media/sticker_664581.webp
664580,2025-02-02T17:09:37+00:00,text,Najane kunu hoi Tumi 🤓,
664579,2025-02-02T17:09:37+00:00,text,A Gari ta ber kor to fast 😾,
664578,2025-02-02T17:09:35+00:00,sticker,[STICKER] CAADBQAD1QQAAlMtgVX6BwyZxrlpywI,media/sticker_664578.webp
664577,2025-02-02T17:09:30+00:00,text,Say vatar 😪😪,
664576,2025-02-02T17:09:28+00:00,text,Seriously 😒,
664575,2025-02-02T17:09:25+00:00,sticker,[STICKER] CAADBAADHBYAAjQGqFJLItw64N96FwI,media/sticker_664575.webp
664574,2025-02-02T17:09:21+00:00,text,I am reading chats and having fun 😂,
664573,2025-02-02T17:09:11+00:00,text,Haha loll 😂,
664572,2025-02-02T17:08:57+00:00,text,Maramari hobe,
664571,2025-02-02T17:08:57+00:00,text,😪😪😪,
664570,2025-02-02T17:08:55+00:00,text,"I'm ,my queen 🥰",
664569,2025-02-02T17:08:39+00:00,text,K bolse sudhu bolo ajke akta gondogol hoye jabe,
664568,2025-02-02T17:08:37+00:00,text,Aren't become too greedy,
664567,2025-02-02T17:08:35+00:00,text,Kire Vai Dada koli Ken you are under arrest,
664566,2025-02-02T17:08:31+00:00,sticker,[STICKER] BAADBQADLQ0AAoHJMFV8laWbaOLe7gI,media/sticker_664566.webp
664565,2025-02-02T17:08:26+00:00,text,Londiyabazz sale shrm nai 😒😆,
664564,2025-02-02T17:08:26+00:00,sticker,[STICKER] CAADBQADGxQAAgGU6VTFlRo8DyxW0QI,media/sticker_664564.webp
664563,2025-02-02T17:08:15+00:00,sticker,[STICKER] CAADBQAD6BIAAmVa-VQsNYGIPgvIfwI,media/sticker_664563.webp
664562,2025-02-02T17:07:59+00:00,text,😭😭,
664561,2025-02-02T17:07:58+00:00,text,Ok okkk hehe 🌚🌝,
664560,2025-02-02T17:07:54+00:00,text,Dada o dada🙂,
664559,2025-02-02T17:07:42+00:00,text,A little bit bebu🥹,
664558,2025-02-02T17:07:41+00:00,text,Mili o mili 🙂,
664557,2025-02-02T17:07:39+00:00,text,"Oho our lady killer become angry, wanna kill",
664556,2025-02-02T17:07:36+00:00,sticker,[STICKER] BAADAgAD9ykAApU3CEk-3UOnyPCULQI,media/sticker_664556.webp
664555,2025-02-02T17:07:36+00:00,text,I'm following rules.  Stop giving Unnecessary lectures,
664554,2025-02-02T17:07:18+00:00,sticker,[STICKER] CAADBAAD1xUAAlHrcFB0hitvju6PCQI,media/sticker_664554.webp
664552,2025-02-02T17:07:03+00:00,text,This name suits you well,
664551,2025-02-02T17:06:52+00:00,text,Follow the rules.. if you chat in your local language you can chat privately.. hahaha😆😆,
664550,2025-02-02T17:06:48+00:00,text,They are very very chalak,
664549,2025-02-02T17:06:43+00:00,sticker,[STICKER] CAADBQADyggAAkBg6FVnFjgB_wwSOwI,media/sticker_664549.webp
664548,2025-02-02T17:06:43+00:00,text,To amk kno lady killer bolchis,
664547,2025-02-02T17:06:41+00:00,text,Wow 🥲,
664546,2025-02-02T17:06:39+00:00,file,[FILE] animation.gif.mp4,media/video_664546.mp4
664545,2025-02-02T17:06:38+00:00,sticker,[STICKER] CAADBQADyAcAAq286FWvLnMkLLCioAI,media/sticker_664545.webp
664544,2025-02-02T17:06:36+00:00,text,No noo englishhh,
664543,2025-02-02T17:06:32+00:00,sticker,[STICKER] CAADBQADWAkAAnev8VVJz-SGQoA9kAI,media/sticker_664543.webp
664542,2025-02-02T17:06:32+00:00,text,Tu to maya k potacchis,
664541,2025-02-02T17:06:27+00:00,text,"Good dreams, but he is old man now",
664540,2025-02-02T17:06:26+00:00,text,Kannn vaiii🙂,
664539,2025-02-02T17:06:25+00:00,text,Haha...😂,
664538,2025-02-02T17:06:19+00:00,text,Waaaoo genius,
664537,2025-02-02T17:06:05+00:00,text,Mia k____,
664536,2025-02-02T17:06:02+00:00,sticker,[STICKER] CAADBQADWQkAAtNg6VVKe74fZgStYQI,media/sticker_664536.webp
664535,2025-02-02T17:05:55+00:00,text,Mili,
664534,2025-02-02T17:05:55+00:00,text,Come here haha,
664533,2025-02-02T17:05:55+00:00,text,😂😂who will pickup the call ?,
664532,2025-02-02T17:05:53+00:00,text,Ewww,
664531,2025-02-02T17:05:53+00:00,sticker,[STICKER] CAADBAADShcAAngTsFI10a5sGl3A1wI,media/sticker_664531.webp
664530,2025-02-02T17:05:52+00:00,text,Am not alone 20 people working my under this time 😆😆,
664529,2025-02-02T17:05:51+00:00,text,"Don't be greedy my queen, money is not everything ,iman is  need",
664528,2025-02-02T17:05:49+00:00,text,Who is lady killer,
664527,2025-02-02T17:05:48+00:00,text,Haha 🌚🌝,
664526,2025-02-02T17:05:37+00:00,text,Okay wid u🥹,
664525,2025-02-02T17:05:36+00:00,text,Mukhes ambani ar moto akta chele jodi amr vatar hoito 😭,
664524,2025-02-02T17:05:36+00:00,text,9xxxx444 call here for handjob,
664523,2025-02-02T17:05:22+00:00,text,I know but I've to increase my rank 🤣,
664522,2025-02-02T17:05:08+00:00,sticker,[STICKER] CAADBQADfQcAArtU6VVhY5RcSur1_AI,media/sticker_664522.webp
664521,2025-02-02T17:05:08+00:00,text,U r not alone... Call 888888.....,
664520,2025-02-02T17:05:06+00:00,text,This guy is very lier,
664519,2025-02-02T17:05:03+00:00,text,Fly higher for getting that target,
664518,2025-02-02T17:05:02+00:00,text,Good 🥹,
664517,2025-02-02T17:05:02+00:00,text,I'm not asking you lady killer,
664516,2025-02-02T17:05:02+00:00,text,Mor ato sokh nai khali teka ala holei hobi 🥲,
664515,2025-02-02T17:04:54+00:00,text,Haha keep it up budddy,
664514,2025-02-02T17:04:51+00:00,text,Strecher 😂,
664513,2025-02-02T17:04:48+00:00,text,Ok ✅️,
664512,2025-02-02T17:04:39+00:00,sticker,[STICKER] CAADBQADmwgAAoxz6FUgfbgQTd7x_AI,media/sticker_664512.webp
664511,2025-02-02T17:04:36+00:00,text,Today target 3k msg,
664510,2025-02-02T17:04:33+00:00,text,How old r u??,
664509,2025-02-02T17:04:33+00:00,sticker,[STICKER] CAADBAAD8BMAAvQ3AAFQBY_DyjHMyhsC,media/sticker_664509.webp
664508,2025-02-02T17:04:33+00:00,text,Already lost lot of,
664507,2025-02-02T17:04:28+00:00,text,Nice,
664506,2025-02-02T17:04:21+00:00,text,Yes done mili,
664505,2025-02-02T17:04:19+00:00,text,"Helicopter or palki , which one do you like,",
664504,2025-02-02T17:04:17+00:00,text,Noo 🥲🥲🥲,
664503,2025-02-02T17:04:12+00:00,text,Haha today's target is finally completed now 😆,
664502,2025-02-02T17:04:08+00:00,text,Lol.. You forbid other people from using their regional language but you yourself use your regional language hahahaha ... 😂😂,
664501,2025-02-02T17:04:04+00:00,sticker,[STICKER] CAADBQAD4wgAAl8s8FUuqkEcRalhygI,media/sticker_664501.webp
664500,2025-02-02T17:03:57+00:00,text,But alts sleep,
664499,2025-02-02T17:03:54+00:00,text,Had ur dinner maya?,
664498,2025-02-02T17:03:53+00:00,text,A chengra mok knka kore niya jabu sta ko 🤨,
664497,2025-02-02T17:03:51+00:00,text,Haha go to the moon now,
664496,2025-02-02T17:03:51+00:00,text,Let's lose some $ in future trad,
664495,2025-02-02T17:03:44+00:00,sticker,[STICKER] CAADBAADShcAAngTsFI10a5sGl3A1wI,media/sticker_664495.webp
664494,2025-02-02T17:03:37+00:00,text,Currently market is on 🔥,
664493,2025-02-02T17:03:35+00:00,text,100% halal,
664492,2025-02-02T17:03:31+00:00,text,😪😪 banb,
664491,2025-02-02T17:03:25+00:00,text,Spot trading 😁😂,
664490,2025-02-02T17:03:16+00:00,text,Yea,
664489,2025-02-02T17:03:15+00:00,text,No sir only spot,
664488,2025-02-02T17:03:12+00:00,sticker,[STICKER] BAADBAAD7hUAAmkP0VGvbyIw7mVjfAI,media/sticker_664488.webp
664487,2025-02-02T17:03:04+00:00,text,🤢🤮🤮,
664486,2025-02-02T17:02:59+00:00,sticker,[STICKER] CAADBQADmwgAAoxz6FUgfbgQTd7x_AI,media/sticker_664486.webp
664485,2025-02-02T17:02:57+00:00,text,Noob trader,
664484,2025-02-02T17:02:54+00:00,text,For which topic,
664483,2025-02-02T17:02:53+00:00,text,I know buddy ban them,
664482,2025-02-02T17:02:52+00:00,sticker,[STICKER] CAADBAADZhQAAtei2VJAyb9RqB_zbgI,media/sticker_664482.webp
664481,2025-02-02T17:02:49+00:00,text,Respect to🏳️‍🌈,
664480,2025-02-02T17:02:44+00:00,text,Haha right decision,
664479,2025-02-02T17:02:40+00:00,text,Delete bro,
664478,2025-02-02T17:02:36+00:00,sticker,[STICKER] CAADBQADnAMAAlzzSVbG7NogLEJIkAI,media/sticker_664478.webp
664477,2025-02-02T17:02:36+00:00,text,"Bro I'm also not a gay ,",
664476,2025-02-02T17:02:35+00:00,text,😭😭,
664475,2025-02-02T17:02:33+00:00,text,Explain? 🤨,
664474,2025-02-02T17:02:32+00:00,text,Keep supporting Genesis,
664473,2025-02-02T17:02:31+00:00,text,U will lol,
664472,2025-02-02T17:02:30+00:00,text,Someone please told Trump give some pump crypto 🙄,
664471,2025-02-02T17:02:28+00:00,text,Up up up guys,
664470,2025-02-02T17:02:22+00:00,text,Hoo,
664469,2025-02-02T17:02:21+00:00,text,Haha 😂 don't take stress budddy...I am not crossing you haha 😆,
664468,2025-02-02T17:02:20+00:00,text,U carry on bro let 🤓,
664467,2025-02-02T17:02:13+00:00,text,Ok let me,
664466,2025-02-02T17:02:12+00:00,sticker,[STICKER] CAADBAADHBYAAjQGqFJLItw64N96FwI,media/sticker_664466.webp
664465,2025-02-02T17:02:10+00:00,text,Let's dance in that happiness 😁,
664464,2025-02-02T17:02:06+00:00,text,Thanks for support me mili 😂,
664463,2025-02-02T17:02:05+00:00,text,U spam,
664462,2025-02-02T17:01:59+00:00,sticker,[STICKER] CAADBQAD7gcAAviD6FVG40aq68JNAwI,media/sticker_664462.webp
664461,2025-02-02T17:01:56+00:00,text,Not at all,
